combination_id;val1;val2;val3;expn_val
6;24 ~ 33;California -> 0.13008130081300814|Texas -> 0.10569105691056911|Virginia -> 0.08943089430894309|;Other service -> 1.0|Machine operator, assembler, inspector -> 0.0|Transportation operator -> 0.0|;CHE/100 -> 0.14634146341463414|HON/100 -> 0.13008130081300814|FOR/110 -> 0.13008130081300814|
6;24 ~ 31;California -> 0.11531531531531532|Texas -> 0.0972972972972973|Florida -> 0.055855855855855854|;Professional -> 0.23423423423423423|Sales, retail -> 0.11531531531531532|Administrator, manager -> 0.1045045045045045|;HON/100 -> 0.15675675675675677|TOY/100 -> 0.14954954954954955|FOR/110 -> 0.12252252252252252|
6;46 ~ 53;California -> 0.13917525773195877|Florida -> 0.06443298969072164|New York -> 0.061855670103092786|;Professional -> 0.4252577319587629|Administrator, manager -> 0.13144329896907217|Teacher -> 0.07731958762886598|;TOY/110 -> 0.2036082474226804|HON/100 -> 0.14175257731958762|NIS/100 -> 0.12886597938144329|
6;38 ~ 50;Texas -> 0.15789473684210525|California -> 0.11403508771929824|Pennsylvania -> 0.08333333333333333|;Professional -> 0.20614035087719298|Administrator, manager -> 0.15789473684210525|Technician -> 0.11403508771929824|;FOR/110 -> 1.1710526315789473|FOR/100 -> 0.14035087719298245|TOY/110 -> 0.05701754385964912|
6;35 ~ 42;California -> 0.13646532438478748|Texas -> 0.0894854586129754|Illinois -> 0.06040268456375839|;Professional -> 0.31543624161073824|Administrator, manager -> 0.16331096196868009|Administrative support, including clerical -> 0.087248322147651|;HON/100 -> 0.15883668903803133|TOY/100 -> 0.116331096196868|HON/110 -> 0.1029082774049217|
6;33 ~ 46;Texas -> 0.17543859649122806|California -> 0.15204678362573099|Illinois -> 0.05847953216374269|;Professional -> 0.1695906432748538|Other service -> 0.1111111111111111|Administrator, manager -> 0.09941520467836257|;CHE/110 -> 1.1871345029239766|FOR/110 -> 0.0935672514619883|CHE/100 -> 0.08771929824561403|
6;47 ~ 59;California -> 0.19631901840490798|New York -> 0.09815950920245399|Florida -> 0.09815950920245399|;Professional -> 0.3067484662576687|Administrator, manager -> 0.17791411042944785|Administrative support, including clerical -> 0.1165644171779141|;TOY/100 -> 1.2147239263803682|TOY/110 -> 0.15950920245398773|HON/100 -> 0.09815950920245399|
6;40 ~ 50;California -> 0.22535211267605634|Florida -> 0.07746478873239436|New York -> 0.07042253521126761|;Other service -> 1.0|Machine operator, assembler, inspector -> 0.0|Transportation operator -> 0.0|;TOY/100 -> 0.14788732394366197|TOY/110 -> 0.1267605633802817|DOD/110 -> 0.11971830985915492|
6;62 ~ 74;California -> 0.12692307692307692|Texas -> 0.09230769230769231|Florida -> 0.08846153846153847|;Professional -> 0.3346153846153846|Administrative support, including clerical -> 0.11923076923076924|Sales, retail -> 0.1|;TOY/100 -> 0.14615384615384616|FOR/110 -> 0.14615384615384616|HON/100 -> 0.1423076923076923|
6;54 ~ 61;Texas -> 0.09401709401709402|California -> 0.08262108262108261|Florida -> 0.06837606837606838|;Administrator, manager -> 0.1737891737891738|Other service -> 0.13675213675213677|Administrative support, including clerical -> 0.1225071225071225|;CHE/110 -> 0.38461538461538464|FOR/110 -> 0.22507122507122507|CHE/100 -> 0.12535612535612536|
